form	lemma	POS
,	,	PUNCT
<lb/>	lb	XML
Nou	non	ADV
fario	far	VERB
pas	pas	ADV
quant	quand	SCONJ
ieu	ieu	PRON
deurio	dever	VERB
mouri	morir	VERB
de	de	ADP
fam	fam	NOUN
,	,	PUNCT
<lb/>	lb	XML
A	a	ADP
my	ieu	PRON
nou	non	ADV
me	ieu	PRON
play	plaire	VERB
ges	ges	ADV
uno	un	DET
talo	tal	ADJ
traffiquo	trafic	NOUN
,	,	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
que	que	SCONJ
se	se	SCONJ
nous	nos	PRON
abian	aver	VERB
uno	un	DET
pats	patz	NOUN
pacifiquo	pacific	ADJ
,	,	PUNCT
<lb/>	lb	XML
Coumo	coma	ADV
dessus	dessús	ADV
cy	ci	ADV
dih	dire	VERB
,	,	PUNCT
me	ieu	PRON
soy	èsser	AUX
anat	anar	VERB
penssa	pensar	VERB
<lb/>	lb	XML
Coussi	cossí	ADV
belcop	belcòp	ADV
d'	de	ADP
argen	argent	NOUN
nous	nos	PRON
pouirian	poder	VERB
amassa	amassa	ADV
.	.	PUNCT
<lb/>	lb	XML
Sabets	saber	VERB
coussi	cossí	ADV
metren	metre	VERB
forsso	fòrça	ADV
d'	de	ADP
argen	argent	NOUN
en	en	ADP
pochio	pòcha	NOUN
,	,	PUNCT
<lb/>	lb	XML
Quant	quand	SCONJ
seren	èsser	AUX
espouzats	esposar	VERB
,	,	PUNCT
cromparen	crompar	VERB
uno	un	DET
cochio	còcha	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
nous	nos	PRON
embarqueren	embarcar	VERB
toutis	tot	DET
dous	2	PRON
là	lai	ADV
dedins	dedins	ADP
,	,	PUNCT
<lb/>	lb	XML
Non	non	ADV
pas	pas	ADV
que	que	SCONJ
per	per	ADP
aquo	aquò	PRON
penssen	pensar	VERB
fa	far	VERB
lous	lo	DET
badins	badin	NOUN
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
ses	sens	ADP
jouga	jogar	VERB
tal	tal	DET
rollo	ròtle	NOUN
,	,	PUNCT
en	en	ADP
forsso	fòrça	ADV
vilos	vila	NOUN
bounos	bon	ADJ
<lb/>	lb	XML
Nous	nos	PRON
auren	aver	VERB
de	de	ADP
l'	lo	DET
argen	argent	NOUN
de	de	ADP
belcop	belcòp	ADV
de	de	ADP
persounos	persona	NOUN
,	,	PUNCT
<lb/>	lb	XML
Nou	non	ADV
voli	voler	VERB
qu'	que	SCONJ
el	el	PRON
cochié	cochièr	NOUN
anb	amb	ADP
un	un	DET
janti	janti	ADJ
gougiat	gojat	NOUN
,	,	PUNCT
<lb/>	lb	XML
Qu'	qui	PRON
aura	aver	VERB
son	son	DET
tabouri	tamborin	NOUN
:	:	PUNCT
et	e	CCONJ
quant	quand	SCONJ
ieu	ieu	PRON
sio	èsser	AUX
loutgiat	lotjar	VERB
,	,	PUNCT
<lb/>	lb	XML
Lou	el	PRON
mandarey	mandar	VERB
souna	sonar	VERB
tant	tant	ADV
sou	èsser	VERB
de	de	ADP
bouno	bon	ADJ
sorto	sòrta	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
souben	sovent	ADV
per	per	ADP
la	lo	DET
vilo	vila	NOUN
el	el	PRON
dira	dire	VERB
dreh	drech	ADV
lour	el	PRON
porto	portar	VERB
,	,	PUNCT
<lb/>	lb	XML
A	a	ADP
qui	qui	PRON
plaira	plaire	VERB
de	de	ADP
veire	véser	VERB
aquel	aquel	DET
Augie	Augièr	PROPN
Gaillart	Galhard	PROPN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
sa	son	DET
moulhé	molhèr	NOUN
la	lo	DET
Moro	mòre	NOUN
,	,	PUNCT
elis	el	PRON
en	en	ADP
talo	tal	DET
part	part	NOUN
<lb/>	lb	XML
Toutis	tot	DET
dous	2	PRON
son	èsser	VERB
alà	alai	ADV
,	,	PUNCT
d'	de	ADP
aquo	aquò	PRON
me	ieu	PRON
poudets	poder	VERB
creire	créser	VERB
,	,	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
cadun	cadun	PRON
cinq	5	NUM
hardits	ardit	NOUN
pagara	pagar	VERB
de	de	ADP
lous	el	PRON
veire	véser	VERB
.	.	PUNCT
<lb/>	lb	XML
Quant	quant	ADV
et	e	CCONJ
quant	quant	ADV
qu'	que	SCONJ
el	el	PRON
gougiat	gojat	NOUN
tal	tal	DET
bandoul	bandol	NOUN
agio	aver	AUX
fach	far	VERB
,	,	PUNCT
<lb/>	lb	XML
L'	lo	PRON
on	òm	PRON
veira	véser	VERB
veni	venir	VERB
gens	gent	NOUN
,	,	PUNCT
comme	coma	ADP
mousquos	mosca	NOUN
al	a+lo	ADP+DET
lach	lach	NOUN
.	.	PUNCT
<lb/>	lb	XML
O	oh	INTJ
!	!	PUNCT
se	se	SCONJ
poudian	poder	VERB
aital	aital	ADV
ana	anar	VERB
dedins	dedins	ADP
Toulouzo	Tolosa	PROPN
,	,	PUNCT
<lb/>	lb	XML
En	en	ADP
pacificassieu	pacificacion	NOUN
que	qui	PRON
y	i	PRON
a	aver	VERB
de	de	ADP
gen	gent	NOUN
jouyouzo	joiós	ADJ
,	,	PUNCT
<lb/>	lb	XML
Quant	quand	SCONJ
els	el	PRON
saurian	saber	VERB
aqo	aquò	PRON
,	,	PUNCT
veiriats	véser	VERB
de	de	ADP
gens	gent	NOUN
veni	venir	VERB
<lb/>	lb	XML
May	mai	ADV
que	que	SCONJ
jamay	jamai	ADV
de	de	ADP
gens	gent	NOUN
n'	non	ADV
aguec	aver	VERB
Mestre	mèstre	NOUN
Gounis	Gonís	PROPN
<lb/>	lb	XML
Jamay	jamai	ADV
tant	tant	ADV
de	de	ADP
plazé	plaser	NOUN
nou	non	ADV
prengueron	prendre	VERB
à	a	ADP
farsso	farça	NOUN
,	,	PUNCT
<lb/>	lb	XML
Coumo	coma	ADV
de	de	ADP
me	ieu	PRON
vezé	véser	VERB
marit	marit	NOUN
d'	de	ADP
aquelo	aquel	DET
garsso	garça	NOUN
.	.	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
peis	puèi	ADV
lou	lo	DET
tout	tot	NOUN
n'	non	ADV
es	èsser	VERB
pas	pas	ADV
soulamen	solament	ADV
al	a+lo	ADP+DET
vezé	véser	VERB
,	,	PUNCT
<lb/>	lb	XML
Nous	nos	PRON
farian	far	VERB
quicom	quicòm	PRON
mai	mai	ADV
,	,	PUNCT
per	per	ADP
lour	el	PRON
da	dar	VERB
del	de+lo	ADP+DET
plazé	plaser	NOUN
:	:	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
de	de	ADP
branles	branle	NOUN
ieu	ieu	PRON
sabi	saber	VERB
à	a	ADP
la	lo	DET
modo	mòda	NOUN
de	de	ADP
Fransso	França	PROPN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
coumo	coma	ADV
vous	vos	PRON
sabets	saber	VERB
,	,	PUNCT
la	lo	DET
Moro	mòre	NOUN
pla	plan	ADV
lous	el	PRON
dansso	dançar	VERB
,	,	PUNCT
<lb/>	lb	XML
Qu'	que	SCONJ
els	el	PRON
ly	el	PRON
fario	far	VERB
danssa	dançar	VERB
:	:	PUNCT
peis	puèi	ADV
s'	se	SCONJ
abian	aver	VERB
tens	temps	NOUN
de	de	ADP
sobros	sòbras	ADV
<lb/>	lb	XML
Ly	el	PRON
fario	far	VERB
dabant	davant	ADV
touts	tot	PRON
legi	legir	VERB
de	de	ADP
las	lo	DET
mios	mieu	DET
obros	òbra	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
serian	èsser	AUX
estounats	estonar	VERB
qu'	que	SCONJ
en	en	ADP
la	el	PRON
vezen	véser	VERB
legi	legir	VERB
,	,	PUNCT
<lb/>	lb	XML
Ni	ni	CCONJ
per	per	ADP
veze	véser	VERB
danssa	dançar	VERB
,	,	PUNCT
nou	non	ADV
la	el	PRON
veirian	véser	VERB
rougi	rogir	VERB
.	.	PUNCT
<lb/>	lb	XML
D'	de	ADP
aquo	aquò	PRON
touts	tot	PRON
pel	per+lo	ADP+DET
segur	segur	NOUN
se	el	PRON
darian	dar	VERB
merabilhos	meravilha	NOUN
,	,	PUNCT
<lb/>	lb	XML
A	a	ADP
causo	causa	NOUN
que	que	SCONJ
l'	lo	PRON
on	òm	PRON
sap	saber	VERB
que	que	SCONJ
las	lo	DET
fennos	femna	NOUN
et	e	CCONJ
filhos	filh	NOUN
<lb/>	lb	XML
Rougisson	rogir	VERB
pauc	pauc	ADV
ô	o	CCONJ
prou	pro	ADV
debant	devant	ADV
las	lo	DET
gens	gent	NOUN
d'	de	ADP
hounour	onor	NOUN
<lb/>	lb	XML
Et	e	CCONJ
la	lo	DET
Moro	mòre	NOUN
jamay	jamai	ADV
nou	non	ADV
cambio	cambiar	VERB
de	de	ADP
coulour	color	NOUN
:	:	PUNCT
<lb/>	lb	XML
L'	lo	PRON
on	òm	PRON
nou	non	ADV
la	el	PRON
veh	véser	VERB
jamay	jamai	ADV
veni	venir	VERB
rougio	roge	ADJ
ni	ni	CCONJ
pallo	palle	ADJ
:	:	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
peissos	puèissas	ADV
d'	de	ADP
autro	autre	DET
part	part	NOUN
canto	cantar	VERB
çoumo	coma	ADV
une	un	DET
callo	calha	NOUN
,	,	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
jamai	jamai	ADV
on	òm	PRON
n'	non	ADV
a	aver	AUX
vist	véser	VERB
qu'	que	SCONJ
en	en	ADP
disen	dire	VERB
sa	son	DET
canssou	cançon	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
sa	son	DET
coulour	color	NOUN
cambiés	cambiar	VERB
per	per	ADP
aquo	aquò	PRON
de	de	ADP
faissou	faiçon	NOUN
,	,	PUNCT
<lb/>	lb	XML
La	lo	DET
sio	èsser	VERB
coulour	color	NOUN
toutjour	totjorn	ADV
es	èsser	AUX
fort	fòrt	ADV
assegurado	assegurar	VERB
,	,	PUNCT
<lb/>	lb	XML
Jamai	jamai	ADV
rougio	roge	ADJ
nou	non	ADV
ve	venir	VERB
,	,	PUNCT
ni	ni	CCONJ
may	mai	ADV
desfigurado	desfigurar	VERB
,	,	PUNCT
<lb/>	lb	XML
Nou	non	ADV
fa	far	VERB
pas	pas	ADV
coumo	coma	ADV
fan	far	VERB
prou	pro	ADV
filhos	filh	NOUN
que	qui	PRON
sap	saber	VERB
l'	lo	PRON
on	òm	PRON
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
de	de	ADP
forsso	fòrça	ADV
coulours	color	NOUN
,	,	PUNCT
coumo	coma	ADV
un	un	DET
Cameleon	cameleon	NOUN
,	,	PUNCT
<lb/>	lb	XML
Cambion	cambiar	VERB
à	a	ADP
tout	tot	DET
prepaus	prepaus	NOUN
:	:	PUNCT
mas	mas	CCONJ
nou	non	ADV
fa	far	VERB
pas	pas	ADV
la	lo	DET
Moro	mòre	NOUN
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
sa	son	DET
fassio	far	VERB
tout	tot	DET
jour	jorn	NOUN
en	en	ADP
son	son	DET
entié	entièr	NOUN
demoro	demorar	VERB
.	.	PUNCT
<lb/>	lb	XML
Qu'	que	SCONJ
atambé	atamben	ADV
per	per	ADP
aqo	aquò	PRON
ieu	ieu	PRON
m'	ieu	PRON
en	en	PRON
souy	èsser	AUX
amourat	amorar	VERB
,	,	PUNCT
<lb/>	lb	XML
Quant	quand	SCONJ
ey	aver	AUX
vist	véser	VERB
son	son	DET
visatge	visatge	NOUN
aital	aital	ADV
assegurat	assegurar	VERB
:	:	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
on	òm	PRON
sap	saber	VERB
qu'	que	SCONJ
al	a+lo	ADP+DET
visage	visatge	NOUN
on	òm	PRON
jugio	jutjar	VERB
las	lo	DET
persounos	persona	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	qui	PRON
l'	lo	PRON
on	òm	PRON
cognois	conéisser	VERB
aqui	aquí	ADV
se	se	SCONJ
son	èsser	VERB
abouls	abol	ADJ
ô	o	CCONJ
bounos	bon	ADJ
:	:	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
peis	puèi	ADV
que	que	SCONJ
de	de	ADP
sa	son	DET
fassio	far	VERB
elo	el	PRON
nou	non	ADV
vario	variar	VERB
poun	ponch	ADV
,	,	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
l'	el	PRON
aimi	aimar	VERB
per	per	ADP
aquo	aquò	PRON
may	mai	ADV
que	que	SCONJ
filho	filh	NOUN
del	de+lo	ADP+DET
moun	monde	NOUN
:	:	PUNCT
<lb/>	lb	XML
Peis	puèi	ADV
l'	el	PRON
aimi	aimar	VERB
quant	quand	SCONJ
degus	degus	PRON
boussi	bocin	ADV
nou	non	ADV
la	el	PRON
courtizo	cortisar	VERB
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
ieu	ieu	PRON
voli	voler	VERB
fugi	fugir	VERB
uno	un	DET
grando	grand	ADJ
soutizo	sotisa	NOUN
,	,	PUNCT
<lb/>	lb	XML
Qu'	qui	PRON
an	aver	AUX
fachio	far	VERB
de	de	ADP
tout	tot	DET
tens	temps	NOUN
forsso	fòrça	ADV
d'	de	ADP
homes	òme	NOUN
bragars	bragard	ADJ
:	:	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
ey	aver	AUX
vist	véser	VERB
en	en	ADP
escrih	escrich	NOUN
en	en	ADP
may	mai	ADV
de	de	ADP
quatre	4	DET
parts	part	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
qant	quand	SCONJ
uno	un	DET
mestresso	mèstre	NOUN
abio	aver	VERB
dous	2	DET
amourouses	amorós	ADJ
<lb/>	lb	XML
Per	per	ADP
so	çò	PRON
qu'	qui	PRON
els	el	PRON
eron	èsser	VERB
dous	2	PRON
,	,	PUNCT
lous	lo	DET
paures	paure	ADJ
malhurouses	malurós	ADJ
<lb/>	lb	XML
Se	el	PRON
dabou	dar	VERB
lou	lo	DET
combat	combat	NOUN
,	,	PUNCT
per	per	ADP
vezé	véser	VERB
qui	qui	PRON
l'	el	PRON
aurio	aver	VERB
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
per	per	ADP
un	un	DET
tal	tal	ADJ
debat	debat	NOUN
l'	lo	DET
un	un	PRON
ô	o	CCONJ
l'	lo	DET
autre	autre	PRON
mourio	morir	VERB
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
souben	sovent	ADV
à	a	ADP
touts	tot	DET
dous	2	PRON
lour	el	PRON
coustabo	costar	VERB
la	lo	DET
vido	vida	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
per	per	ADP
aqo	aquò	PRON
la	lo	DET
Moro	mòre	NOUN
aital	aital	ADV
ieu	ieu	PRON
ey	aver	AUX
causido	causir	VERB
,	,	PUNCT
<lb/>	lb	XML
Quant	quand	SCONJ
n'	non	ADV
a	aver	VERB
cap	cap	PRON
d'	de	ADP
amourous	amorós	ADJ
que	que	SCONJ
lou	lo	DET
soldat	soldat	NOUN
Bernat	Bernat	PROPN
,	,	PUNCT
<lb/>	lb	XML
Amay	amai	ADV
encaros	encaras	ADV
el	el	PRON
s'	el	PRON
es	èsser	AUX
milhou	melhor	ADV
goubernat	governar	VERB
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
un	un	DET
jour	jorn	NOUN
me	ieu	PRON
dissec	dire	VERB
que	que	SCONJ
me	ieu	PRON
troubec	trobar	VERB
deforo	defòra	ADV
,	,	PUNCT
<lb/>	lb	XML
Augié	Augièr	PROPN
,	,	PUNCT
calcun	qualqu’un	PRON
m'	ieu	PRON
a	aver	AUX
dih	dire	VERB
que	que	SCONJ
vous	vos	PRON
voulets	voler	VERB
la	lo	DET
Moro	mòre	NOUN
,	,	PUNCT
<lb/>	lb	XML
Amay	amai	ADV
ieu	ieu	PRON
pel	per+lo	ADP+DET
segur	segur	NOUN
atambé	atamben	ADV
la	el	PRON
voulio	voler	VERB
,	,	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
garden	garda	VERB
nous	nos	PRON
touts	tot	DET
dous	2	PRON
de	de	ADP
fa	far	VERB
talo	tal	DET
foulio	folia	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	qui	PRON
fan	far	VERB
d'	de	ADP
autres	autre	PRON
pla	plan	ADV
sots	sòt	ADJ
,	,	PUNCT
que	qui	PRON
per	per	ADP
uno	un	DET
amourouso	amorós	ADJ
<lb/>	lb	XML
S'	el	PRON
aussiran	aussir	VERB
an	amb	ADP
l'	lo	DET
espazo	espasa	NOUN
,	,	PUNCT
ô	o	CCONJ
de	de	ADP
cops	còp	NOUN
d'	de	ADP
harquebouzo	arquebosa	NOUN
<lb/>	lb	XML
Per	per	ADP
demoustra	demonstrar	VERB
que	que	SCONJ
sou	èsser	VERB
de	de	ADP
loyals	loial	ADJ
serbidous	servidor	NOUN
:	:	PUNCT
<lb/>	lb	XML
Nou	non	ADV
fasqan	far	VERB
pas	pas	ADV
aqo	aquò	PRON
entre	entre	ADP
nous	nos	PRON
autres	autre	ADJ
dous	2	PRON
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
per	per	ADP
uno	un	DET
moulhé	molhèr	NOUN
nous	nos	PRON
ne	en	PRON
troubaren	trobar	VERB
milo	mila	NOUN
:	:	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
se	se	SCONJ
vous	vos	PRON
me	ieu	PRON
crezets	créser	VERB
,	,	PUNCT
fazen	far	VERB
al	a+lo	ADP+DET
crouts	crotz	NOUN
ô	o	CCONJ
pilo	pila	NOUN
,	,	PUNCT
<lb/>	lb	XML
Per	per	ADP
veze	véser	VERB
qui	qui	PRON
l'	el	PRON
aura	aver	VERB
,	,	PUNCT
non	non	ADV
pas	pas	ADV
usa	usar	VERB
de	de	ADP
picx	pic	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
ieu	ieu	PRON
trouberi	trobar	VERB
fort	fòrt	ADV
sous	son	DET
dires	dire	NOUN
mannificx	magnific	ADJ
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
disseri	dire	VERB
que	que	SCONJ
donc	donc	ADV
aital	aital	ADV
nostre	nòstre	DET
cas	cas	NOUN
fousso	èsser	VERB
:	:	PUNCT
<lb/>	lb	XML
Bernat	Bernat	PROPN
peissos	puèissas	ADV
tirec	tirar	VERB
un	un	DET
escut	escut	NOUN
de	de	ADP
la	lo	DET
boursso	borsa	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
daban	davant	ADV
forsso	fòrça	ADV
gens	gent	NOUN
ieu	ieu	PRON
demanderi	demandar	VERB
crouts	crotz	NOUN
,	,	PUNCT
<lb/>	lb	XML
Bernat	Bernat	PROPN
perdec	perdre	VERB
,	,	PUNCT
et	e	CCONJ
peis	puèi	ADV
el	el	PRON
dissec	dire	VERB
debant	devant	ADV
touts	tot	PRON
,	,	PUNCT
<lb/>	lb	XML
Qu'	que	SCONJ
elo	el	PRON
m'	ieu	PRON
apertenio	apertenir	VERB
qu'	que	SCONJ
el	el	PRON
ré	res	PRON
n’	non	ADV
y	i	PRON
demandabo	demandar	VERB
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
que	que	SCONJ
de	de	ADP
fort	fòrt	ADV
bon	bon	ADJ
cor	còr	NOUN
son	son	DET
dreh	drech	NOUN
el	el	PRON
me	ieu	PRON
quittabo	quitar	VERB
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
ses	sens	ADP
autre	autre	DET
combat	combat	NOUN
nous	nos	PRON
em	èsser	AUX
estats	estar	VERB
d'	de	ADP
acort	acòrd	NOUN
.	.	PUNCT
<lb/>	lb	XML
Donc	donc	ADV
la	lo	DET
noblo	nòble	ADJ
Princesso	prince	NOUN
anirets	anar	VERB
prega	pregar	VERB
fort	fòrt	ADV
<lb/>	lb	XML
De	de	ADP
voulé	voler	VERB
consenti	consentir	VERB
à	a	ADP
tal	tal	DET
mariatge	maridatge	NOUN
faire	faire	VERB
,	,	PUNCT
<lb/>	lb	XML
Per	per	ADP
affi	afin	ADV
qu'	que	SCONJ
elo	el	PRON
rigo	rire	VERB
,	,	PUNCT
amai	amai	ADV
lou	lo	DET
Rey	rei	NOUN
son	son	DET
fraire	fraire	NOUN
:	:	PUNCT
<lb/>	lb	XML
Tal	tal	DET
maridatge	maridatge	NOUN
fa	far	VERB
nou	non	ADV
se	el	PRON
pot	poder	VERB
bounamen	bonament	ADV
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
tan	tant	ADV
qu'	que	SCONJ
elis	el	PRON
vieuran	viure	VERB
,	,	PUNCT
nou	non	ADV
rigou	rire	VERB
grandamen	grandament	ADV
.	.	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
cent	100	NUM
ans	an	NOUN
touts	tot	ADV
entiés	entièr	ADJ
touts	tot	ADV
dous	2	PRON
ne	en	PRON
pesqou	poder	VERB
rire	rire	VERB
.	.	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
n'	non	ADV
a	aver	VERB
cap	cap	PRON
d'	de	ADP
home	òme	NOUN
al	a+lo	ADP+DET
moun	monde	NOUN
,	,	PUNCT
que	qui	PRON
may	mai	ADV
lour	lor	DET
bé	ben	ADV
desire	desirar	VERB
.	.	PUNCT
<lb/>	lb	XML
Mousur	monsur	NOUN
de	de	ADP
Roquos	Ròcas	PROPN
.	.	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
vouldrio	voler	VERB
bé	ben	ADV
per	per	ADP
vous	vos	PRON
prene	prendre	VERB
de	de	ADP
mage	màger	ADJ
peno	pena	NOUN
,	,	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
el	el	PRON
a	aver	VERB
fort	fòrt	ADV
lonc	long	ADJ
tens	temps	NOUN
que	qui	PRON
tout	tot	ADV
aqo	aquò	PRON
se	el	PRON
meno	menar	VERB
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
peissos	puèissas	ADV
vostre	vòstre	DET
cas	cas	NOUN
n'	non	ADV
es	èsser	AUX
estat	estar	VERB
sonque	sonque	SCONJ
ven	vent	NOUN
,	,	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
,	,	PUNCT
et	e	CCONJ
d'	de	ADP
autres	autre	PRON
aben	aver	AUX
auzit	ausir	VERB
conta	contar	VERB
souben	sovent	ADV
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
dedins	dedins	ADP
pauc	pauc	ADV
de	de	ADP
tens	temps	NOUN
vous	vos	PRON
debiats	dever	VERB
fa	far	VERB
fianssalios	fiançalhas	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
peis	puèi	ADV
al	a+lo	ADP+DET
cap	cap	NOUN
d'	de	ADP
un	un	DET
pauc	pauc	ADV
faire	faire	VERB
las	lo	DET
espouzalios	esposalhas	NOUN
:	:	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
despeis	despuèis	ADV
on	òm	PRON
m'	ieu	PRON
a	aver	AUX
dih	dire	VERB
que	que	SCONJ
vous	vos	PRON
Augié	Augièr	PROPN
Gaillart	Galhard	PROPN
<lb/>	lb	XML
Manderets	mandar	VERB
qu'	que	SCONJ
à	a	ADP
Bernat	Bernat	PROPN
quitabes	quitar	VERB
vostro	vòstre	DET
part	part	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
nou	non	ADV
la	el	PRON
vouliats	voler	VERB
pas	pas	ADV
en	en	ADP
fach	fach	NOUN
de	de	ADP
maridatge	maridatge	NOUN
.	.	PUNCT
<lb/>	lb	XML
Coussi	cossí	ADV
cambiat	cambiar	VERB
despeis	despuèis	ADV
abets	aver	AUX
vous	vos	PRON
de	de	ADP
couratge	coratge	NOUN
?	?	PUNCT
<lb/>	lb	XML
De	de	ADP
faire	faire	VERB
aqo	aquò	PRON
d'	de	ADP
aqui	aquí	ADV
ferets	far	VERB
un	un	DET
grant	grand	ADJ
deffaut	defaut	NOUN
,	,	PUNCT
<lb/>	lb	XML
Vous	vos	PRON
sabets	saber	VERB
que	que	SCONJ
lou	lo	DET
fer	fèr	NOUN
cal	caler	VERB
batre	batre	VERB
quant	quand	SCONJ
es	èsser	VERB
caut	caut	ADJ
:	:	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
s'	se	SCONJ
elo	el	PRON
per	per	ADP
marit	marit	NOUN
vous	vos	PRON
agués	aver	AUX
prés	près	ADV
alaros	alaras	ADV
,	,	PUNCT
<lb/>	lb	XML
Pot	poder	VERB
estre	èstre	VERB
que	que	SCONJ
beleu	benlèu	ADV
nou	non	ADV
vous	vos	PRON
vouldrio	voler	VERB
pas	pas	ADV
aros	aras	ADV
.	.	PUNCT
<lb/>	lb	XML
Per	per	ADP
aquo	aquò	PRON
se	se	SCONJ
la	lo	DET
Moro	mòre	NOUN
alaros	alaras	ADV
vous	vos	PRON
voulio	voler	VERB
,	,	PUNCT
<lb/>	lb	XML
De	de	ADP
nou	non	ADV
la	el	PRON
persegui	perseguir	VERB
ferets	far	VERB
grandofoulio	grand+folia	NOUN
.	.	PUNCT
<lb/>	lb	XML
Augié	Augièr	PROPN
Gaillart	Galhard	PROPN
.	.	PUNCT
<lb/>	lb	XML
Mon	mon	DET
amic	amic	NOUN
,	,	PUNCT
dous	2	DET
rasous	rason	NOUN
d'	de	ADP
aquo	aquò	PRON
me	ieu	PRON
son	èsser	VERB
en	en	ADP
causo	causa	NOUN
,	,	PUNCT
<lb/>	lb	XML
La	lo	DET
premiere	primièr	ADJ
rasou	rason	NOUN
,	,	PUNCT
vous	vos	PRON
sabets	saber	VERB
qu'	que	SCONJ
on	òm	PRON
nou	non	ADV
gauso	gausar	VERB
<lb/>	lb	XML
Acaba	acabar	VERB
d'	de	ADP
acompli	acomplir	VERB
un	un	DET
tal	tal	ADJ
fach	fach	NOUN
coumo	coma	ADV
aquel	aquel	PRON
,	,	PUNCT
<lb/>	lb	XML
Ses	sens	ADP
prene	prendre	VERB
de	de	ADP
calcun	qualqu’un	PRON
un	un	DET
petit	petit	ADJ
de	de	ADP
coussel	conselh	NOUN
.	.	PUNCT
<lb/>	lb	XML
Que	que	ADV
malhur	malur	NOUN
quant	quand	SCONJ
jamay	jamai	ADV
à	a	ADP
degus	degus	PRON
ne	en	PRON
parleri	parlar	VERB
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
alaros	alaras	ADV
mon	mon	DET
cas	cas	NOUN
de	de	ADP
tout	tot	PRON
ieu	ieu	PRON
affouleri	afolar	VERB
.	.	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
ne	en	PRON
parleri	parlar	VERB
à	a	ADP
un	un	PRON
,	,	PUNCT
que	que	SCONJ
lou	lo	DET
maissant	maissant	ADJ
vilen	vilen	NOUN
<lb/>	lb	XML
En	en	ADP
loc	luòc	NOUN
d'	de	ADP
y	i	PRON
consenti	consentir	VERB
,	,	PUNCT
el	el	PRON
me	ieu	PRON
tirec	tirar	VERB
fort	fòrt	ADV
len	luènh	ADV
,	,	PUNCT
<lb/>	lb	XML
Me	ieu	PRON
disen	dire	VERB
que	que	SCONJ
de	de	ADP
mi	ieu	PRON
se	el	PRON
dabo	dar	VERB
merabilhos	meravilha	NOUN
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
qant	quand	SCONJ
ieu	ieu	PRON
an	amb	ADP
la	lo	DET
Moro	mòre	NOUN
aurio	aver	VERB
d'	de	ADP
enfans	enfant	NOUN
et	e	CCONJ
